year,count,creative,l,party,vet_fam,vet_fam_end,vet_fam_atk,vet_fam_out_issues,mil_p,party_wh,House_Dem_mean_nom1,House_Rep_mean_nom1,house_polarization_dim1,Sen_Dem_mean_nom1,Sen_Rep_mean_nom1,sen_polarization_dim1,dem_diff_aff,rep_diff_aff,aff_polar_total,House_Dem_mean_nom2,House_Rep_mean_nom2,house_polarization_dim2,Sen_Dem_mean_nom2,Sen_Rep_mean_nom2,sen_polarization_dim2
2000,9380,RNC/Bush Raised Standards,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,8560,CBM/RX Drug Benefit,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,8249,RNC/Gore Say One Thing,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,8059,RNC/Bush New Solutions,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,8019,RNC/Gore Rx For Disaster,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,7728,BUSH/Real Results,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,7603,BUSH/A Moment In History,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,6757,CBM/Canadiens 2,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,6197,BUSH/RX Plan,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,5881,BUSH/RNC 58 percent,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,5550,BUSH/RNC I Trust You 60,60,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,5508,RNC/Reinventing Al Gore,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,5351,DNC/Gore Fatherhood,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,5296,RNC/Education Recession,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,5206,GORE/Veteran,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,4986,BUSH/RNC I Trust You,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,4760,GORE/Play God,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,4599,RNC/Bush AG RX Plan,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,4467,DNC/Gore Environment,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,4276,RNC/Bush Is Cleaning Up Texas,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,4170,BRADLEY/Give Him The Ball,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,4098,DNC/Gore Education,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,4037,BUSH/Results,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3903,BUSH/RNC Gore Mother-in-Law Rx,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3892,DNC/Gore PBR,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3819,GORE/Question SS,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3815,AFLCIO/Bush Debates PBR,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3774,DNC/Gore Bush Can't Keep Promises SS,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3640,AJS/Gore Are You Taxed Enough Already,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3605,RNC/Bush Who's Economic Plan is Best,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3595,DNC/Gore Victims' Rights,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3564,GORE/Cover,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3558,BUSH/RNC Children Grow Up Too Fast,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3380,BUSH/Leader,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3299,RNC/Bush $2.2 Trillion,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3293,DNC/Gore Bush Got To Be Kidding,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3215,DNC/Gore The Gore Plan,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3207,CBM/Clinton Rx Plan,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,3084,DNC/Gore Education Plan,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
